State,Date,Unemployment Percentage
NY,2021-11-01,5.6
NY,2021-12-01,5.5
NY,2022-01-01,5.2
NY,2022-02-01,4.8
NY,2022-03-01,4.6
NY,2022-04-01,4.4
NY,2022-05-01,4.3
NY,2022-06-01,4.2
NY,2022-07-01,4.0
NY,2022-08-01,3.9
NY,2022-09-01,4.0
NY,2022-10-01,4.1
NY,2022-11-01,4.2
NY,2022-12-01,4.2
NY,2023-01-01,4.1
NY,2023-02-01,4.0
NY,2023-03-01,4.0
NY,2023-04-01,3.9
NY,2023-05-01,3.9
NY,2023-06-01,4.0
NY,2023-07-01,4.1
NY,2023-08-01,4.3
NY,2023-09-01,4.4
NY,2023-10-01,4.6
NY,2023-11-01,4.6
NY,2023-12-01,4.6
NY,2024-01-01,4.5
NY,2024-02-01,4.4
NY,2024-03-01,4.3
NY,2024-04-01,4.2
NY,2024-05-01,4.2
NY,2024-06-01,4.2
OH,2015-01-01,5.2
OH,2015-02-01,5.2
OH,2015-03-01,5.2
OH,2015-04-01,5.1
OH,2015-05-01,5.0
OH,2015-06-01,4.9
OH,2015-07-01,4.8
OH,2015-08-01,4.8
OH,2015-09-01,4.7
OH,2015-10-01,4.8
OH,2015-11-01,4.8
OH,2015-12-01,4.9
OH,2016-01-01,5.0
OH,2016-02-01,5.0
OH,2016-03-01,5.0
OH,2016-04-01,5.0
OH,2016-05-01,5.0
OH,2016-06-01,5.0
OH,2016-07-01,5.0
OH,2016-08-01,5.0
OH,2016-09-01,5.1
OH,2016-10-01,5.2
OH,2016-11-01,5.3
OH,2016-12-01,5.3
OH,2017-01-01,5.3
OH,2017-02-01,5.2
OH,2017-03-01,5.1
OH,2017-04-01,5.1
OH,2017-05-01,5.0
OH,2017-06-01,5.0
OH,2017-07-01,5.0
OH,2017-08-01,4.9
OH,2017-09-01,4.9
OH,2017-10-01,4.8
OH,2017-11-01,4.7
OH,2017-12-01,4.6
OH,2018-01-01,4.6
OH,2018-02-01,4.6
OH,2018-03-01,4.6
OH,2018-04-01,4.5
OH,2018-05-01,4.5
OH,2018-06-01,4.5
OH,2018-07-01,4.4
OH,2018-08-01,4.4
OH,2018-09-01,4.4
OH,2018-10-01,4.5
OH,2018-11-01,4.5
OH,2018-12-01,4.5
OH,2019-01-01,4.4
OH,2019-02-01,4.2
OH,2019-03-01,4.1
OH,2019-04-01,4.0
OH,2019-05-01,4.0
OH,2019-06-01,4.0
OH,2019-07-01,4.1
OH,2019-08-01,4.2
OH,2019-09-01,4.2
OH,2019-10-01,4.3
OH,2019-11-01,4.3
OH,2019-12-01,4.3
OH,2020-01-01,4.4
OH,2020-02-01,4.6
OH,2020-03-01,4.8
OH,2020-04-01,16.5
OH,2020-05-01,12.8
OH,2020-06-01,10.9
OH,2020-07-01,9.8
OH,2020-08-01,8.3
OH,2020-09-01,7.6
OH,2020-10-01,6.8
OH,2020-11-01,6.4
OH,2020-12-01,6.3
OH,2021-01-01,6.0
OH,2021-02-01,5.9
OH,2021-03-01,5.8
OH,2021-04-01,5.7
OH,2021-05-01,5.5
OH,2021-06-01,5.3
OH,2021-07-01,5.1
OH,2021-08-01,4.9
OH,2021-09-01,4.7
OH,2021-10-01,4.5
OH,2021-11-01,4.3
OH,2021-12-01,4.2
OH,2022-01-01,4.1
OH,2022-02-01,4.0
OH,2022-03-01,3.9
OH,2022-04-01,3.9
OH,2022-05-01,3.9
OH,2022-06-01,3.9
OH,2022-07-01,4.0
OH,2022-08-01,4.1
OH,2022-09-01,4.1
OH,2022-10-01,4.1
OH,2022-11-01,4.0
OH,2022-12-01,3.9
OH,2023-01-01,3.8
OH,2023-02-01,3.7
OH,2023-03-01,3.5
OH,2023-04-01,3.4
OH,2023-05-01,3.3
OH,2023-06-01,3.3
OH,2023-07-01,3.4
OH,2023-08-01,3.5
OH,2023-09-01,3.6
OH,2023-10-01,3.6
OH,2023-11-01,3.6
OH,2023-12-01,3.6
OH,2024-01-01,3.7
OH,2024-02-01,3.7
OH,2024-03-01,3.8
OH,2024-04-01,4.0
OH,2024-05-01,4.2
OH,2024-06-01,4.4
OR,2015-01-01,5.8
OR,2015-02-01,5.8
OR,2015-03-01,5.7
OR,2015-04-01,5.7
OR,2015-05-01,5.6
OR,2015-06-01,5.5
OR,2015-07-01,5.5
OR,2015-08-01,5.4
OR,2015-09-01,5.3
OR,2015-10-01,5.2
OR,2015-11-01,5.1
OR,2015-12-01,5.0
OR,2016-01-01,4.9
OR,2016-02-01,4.9
OR,2016-03-01,4.9
OR,2016-04-01,4.9
OR,2016-05-01,4.9
OR,2016-06-01,4.9
OR,2016-07-01,4.9
OR,2016-08-01,4.8
OR,2016-09-01,4.7
OR,2016-10-01,4.5
OR,2016-11-01,4.4
OR,2016-12-01,4.3
OR,2017-01-01,4.1
OR,2017-02-01,4.0
OR,2017-03-01,3.9
OR,2017-04-01,3.9
OR,2017-05-01,4.0
OR,2017-06-01,4.0
OR,2017-07-01,4.1
OR,2017-08-01,4.1
OR,2017-09-01,4.2
OR,2017-10-01,4.2
OR,2017-11-01,4.1
OR,2017-12-01,4.1
OR,2018-01-01,4.1
OR,2018-02-01,4.0
OR,2018-03-01,4.0
OR,2018-04-01,3.9
OR,2018-05-01,3.9
OR,2018-06-01,3.8
OR,2018-07-01,3.9
OR,2018-08-01,4.0
OR,2018-09-01,4.1
OR,2018-10-01,4.2
OR,2018-11-01,4.3
OR,2018-12-01,4.3
OR,2019-01-01,4.2
OR,2019-02-01,4.1
OR,2019-03-01,4.0
OR,2019-04-01,3.9
OR,2019-05-01,3.8
OR,2019-06-01,3.7
OR,2019-07-01,3.7
OR,2019-08-01,3.6
OR,2019-09-01,3.5
OR,2019-10-01,3.4
OR,2019-11-01,3.4
OR,2019-12-01,3.4
OR,2020-01-01,3.5
OR,2020-02-01,3.6
OR,2020-03-01,3.7
OR,2020-04-01,13.7
OR,2020-05-01,11.8
OR,2020-06-01,10.2
OR,2020-07-01,9.2
OR,2020-08-01,8.0
OR,2020-09-01,7.5
OR,2020-10-01,6.8
OR,2020-11-01,6.6
OR,2020-12-01,6.6
OR,2021-01-01,6.4
OR,2021-02-01,6.2
OR,2021-03-01,6.1
OR,2021-04-01,5.9
OR,2021-05-01,5.6
OR,2021-06-01,5.4
OR,2021-07-01,5.0
OR,2021-08-01,4.7
OR,2021-09-01,4.4
OR,2021-10-01,4.2
OR,2021-11-01,4.0
OR,2021-12-01,3.9
OR,2022-01-01,3.9
OR,2022-02-01,3.7
OR,2022-03-01,3.7
OR,2022-04-01,3.7
OR,2022-05-01,3.7
OR,2022-06-01,3.8
OR,2022-07-01,3.9
OR,2022-08-01,4.0
OR,2022-09-01,4.2
OR,2022-10-01,4.2
OR,2022-11-01,4.2
OR,2022-12-01,4.0
OR,2023-01-01,3.8
OR,2023-02-01,3.6
OR,2023-03-01,3.5
OR,2023-04-01,3.4
OR,2023-05-01,3.4
OR,2023-06-01,3.5
OR,2023-07-01,3.6
OR,2023-08-01,3.8
OR,2023-09-01,3.9
OR,2023-10-01,4.0
OR,2023-11-01,4.0
OR,2023-12-01,4.0
OR,2024-01-01,4.1
OR,2024-02-01,4.2
OR,2024-03-01,4.2
OR,2024-04-01,4.2
OR,2024-05-01,4.2
OR,2024-06-01,4.1
TN,2015-01-01,6.1
TN,2015-02-01,6.1
TN,2015-03-01,6.0
TN,2015-04-01,5.9
TN,2015-05-01,5.8
TN,2015-06-01,5.7
TN,2015-07-01,5.5
TN,2015-08-01,5.4
TN,2015-09-01,5.3
TN,2015-10-01,5.1
TN,2015-11-01,5.0
TN,2015-12-01,4.9
TN,2016-01-01,4.8
TN,2016-02-01,4.7
TN,2016-03-01,4.7
TN,2016-04-01,4.6
TN,2016-05-01,4.7
TN,2016-06-01,4.7
TN,2016-07-01,4.8
TN,2016-08-01,4.8
TN,2016-09-01,4.9
TN,2016-10-01,4.9
TN,2016-11-01,4.8
TN,2016-12-01,4.7
TN,2017-01-01,4.6
TN,2017-02-01,4.4
TN,2017-03-01,4.2
TN,2017-04-01,3.9
TN,2017-05-01,3.7
TN,2017-06-01,3.6
TN,2017-07-01,3.5
TN,2017-08-01,3.4
TN,2017-09-01,3.4
TN,2017-10-01,3.4
TN,2017-11-01,3.4
TN,2017-12-01,3.5
TN,2018-01-01,3.5
TN,2018-02-01,3.5
TN,2018-03-01,3.5
TN,2018-04-01,3.5
TN,2018-05-01,3.5
TN,2018-06-01,3.5
TN,2018-07-01,3.5
TN,2018-08-01,3.5
TN,2018-09-01,3.5
TN,2018-10-01,3.5
TN,2018-11-01,3.5
TN,2018-12-01,3.5
TN,2019-01-01,3.5
TN,2019-02-01,3.4
TN,2019-03-01,3.4
TN,2019-04-01,3.4
TN,2019-05-01,3.3
TN,2019-06-01,3.2
TN,2019-07-01,3.2
TN,2019-08-01,3.2
TN,2019-09-01,3.3
TN,2019-10-01,3.3
TN,2019-11-01,3.4
TN,2019-12-01,3.4
TN,2020-01-01,3.5
TN,2020-02-01,3.5
TN,2020-03-01,3.5
TN,2020-04-01,15.8
TN,2020-05-01,12.1
TN,2020-06-01,10.2
TN,2020-07-01,9.0
TN,2020-08-01,7.6
TN,2020-09-01,7.1
TN,2020-10-01,6.3
TN,2020-11-01,5.9
TN,2020-12-01,5.6
TN,2021-01-01,5.4
TN,2021-02-01,5.2
TN,2021-03-01,5.1
TN,2021-04-01,5.0
TN,2021-05-01,4.8
TN,2021-06-01,4.7
TN,2021-07-01,4.4
TN,2021-08-01,4.2
TN,2021-09-01,3.9
TN,2021-10-01,3.8
TN,2021-11-01,3.6
TN,2021-12-01,3.5
TN,2022-01-01,3.4
TN,2022-02-01,3.4
TN,2022-03-01,3.3
TN,2022-04-01,3.3
TN,2022-05-01,3.3
TN,2022-06-01,3.3
TN,2022-07-01,3.3
TN,2022-08-01,3.4
TN,2022-09-01,3.4
TN,2022-10-01,3.5
TN,2022-11-01,3.5
TN,2022-12-01,3.5
TN,2023-01-01,3.4
TN,2023-02-01,3.3
TN,2023-03-01,3.2
TN,2023-04-01,3.1
TN,2023-05-01,3.1
TN,2023-06-01,3.1
TN,2023-07-01,3.2
TN,2023-08-01,3.3
TN,2023-09-01,3.4
TN,2023-10-01,3.5
TN,2023-11-01,3.5
TN,2023-12-01,3.4
TN,2024-01-01,3.5
TN,2024-02-01,3.3
TN,2024-03-01,3.2
TN,2024-04-01,3.1
TN,2024-05-01,3.0
TN,2024-06-01,3.0
UT,2015-01-01,3.6
UT,2015-02-01,3.5
UT,2015-03-01,3.5
UT,2015-04-01,3.5
UT,2015-05-01,3.5
UT,2015-06-01,3.5
UT,2015-07-01,3.5
UT,2015-08-01,3.5
UT,2015-09-01,3.5
UT,2015-10-01,3.5
UT,2015-11-01,3.5
UT,2015-12-01,3.5
UT,2016-01-01,3.5
UT,2016-02-01,3.5
UT,2016-03-01,3.5
UT,2016-04-01,3.4
UT,2016-05-01,3.4
UT,2016-06-01,3.4
UT,2016-07-01,3.3
UT,2016-08-01,3.3
UT,2016-09-01,3.3
UT,2016-10-01,3.2
UT,2016-11-01,3.2
UT,2016-12-01,3.2
UT,2017-01-01,3.2
UT,2017-02-01,3.2
UT,2017-03-01,3.2
UT,2017-04-01,3.2
UT,2017-05-01,3.2
UT,2017-06-01,3.2
UT,2017-07-01,3.2
UT,2017-08-01,3.2
UT,2017-09-01,3.1
UT,2017-10-01,3.1
UT,2017-11-01,3.1
UT,2017-12-01,3.1
UT,2018-01-01,3.0
UT,2018-02-01,3.0
UT,2018-03-01,3.0
UT,2018-04-01,2.9
UT,2018-05-01,2.9
UT,2018-06-01,2.9
UT,2018-07-01,2.9
UT,2018-08-01,2.9
UT,2018-09-01,2.9
UT,2018-10-01,2.9
UT,2018-11-01,2.9
UT,2018-12-01,2.8
UT,2019-01-01,2.8
UT,2019-02-01,2.7
UT,2019-03-01,2.7
UT,2019-04-01,2.6
UT,2019-05-01,2.6
UT,2019-06-01,2.5
UT,2019-07-01,2.5
UT,2019-08-01,2.5
UT,2019-09-01,2.4
UT,2019-10-01,2.4
UT,2019-11-01,2.4
UT,2019-12-01,2.4
UT,2020-01-01,2.5
UT,2020-02-01,2.5
UT,2020-03-01,2.5
UT,2020-04-01,10.0
UT,2020-05-01,7.7
UT,2020-06-01,6.4
UT,2020-07-01,5.7
UT,2020-08-01,4.9
UT,2020-09-01,4.5
UT,2020-10-01,4.0
UT,2020-11-01,3.8
UT,2020-12-01,3.6
UT,2021-01-01,3.4
UT,2021-02-01,3.2
UT,2021-03-01,3.1
UT,2021-04-01,3.0
UT,2021-05-01,2.9
UT,2021-06-01,2.8
UT,2021-07-01,2.7
UT,2021-08-01,2.6
UT,2021-09-01,2.5
UT,2021-10-01,2.4
UT,2021-11-01,2.3
UT,2021-12-01,2.2
UT,2022-01-01,2.2
UT,2022-02-01,2.2
UT,2022-03-01,2.2
UT,2022-04-01,2.3
UT,2022-05-01,2.3
UT,2022-06-01,2.3
UT,2022-07-01,2.4
UT,2022-08-01,2.4
UT,2022-09-01,2.5
UT,2022-10-01,2.5
UT,2022-11-01,2.5
UT,2022-12-01,2.5
UT,2023-01-01,2.5
UT,2023-02-01,2.5
UT,2023-03-01,2.5
UT,2023-04-01,2.5
UT,2023-05-01,2.5
UT,2023-06-01,2.6
UT,2023-07-01,2.7
UT,2023-08-01,2.7
UT,2023-09-01,2.8
UT,2023-10-01,2.8
UT,2023-11-01,2.8
UT,2023-12-01,2.8
UT,2024-01-01,2.8
UT,2024-02-01,2.8
UT,2024-03-01,2.8
UT,2024-04-01,2.8
UT,2024-05-01,2.9
UT,2024-06-01,3.0
