State,Season,_YearMonth,AgeCategory_Legend,Sex_Label,Race_Label,MonthlyRate,Type
Connecticut,2019-20,202004.0,All,All,All,156.2,Crude Rate
Connecticut,2019-20,202009.0,All,All,All,10.6,Crude Rate
Connecticut,2019-20,202003.0,All,All,All,38.7,Crude Rate
Connecticut,2019-20,202008.0,All,All,All,10.0,Crude Rate
Connecticut,2019-20,202007.0,All,All,All,10.2,Crude Rate
Connecticut,2019-20,202005.0,All,All,All,72.7,Crude Rate
Colorado,2019-20,202004.0,All,All,All,63.0,Crude Rate
Colorado,2019-20,202009.0,All,All,All,15.9,Crude Rate
Colorado,2019-20,202007.0,All,All,All,18.3,Crude Rate
Colorado,2019-20,202008.0,All,All,All,11.6,Crude Rate
Colorado,2019-20,202005.0,All,All,All,31.5,Crude Rate
Colorado,2019-20,202003.0,All,All,All,30.2,Crude Rate
Colorado,2019-20,202006.0,All,All,All,10.8,Crude Rate
California,2019-20,202007.0,All,All,All,31.8,Crude Rate
California,2019-20,202006.0,All,All,All,13.9,Crude Rate
California,2019-20,202004.0,All,All,All,13.4,Crude Rate
California,2019-20,202005.0,All,All,All,10.3,Crude Rate
California,2019-20,202009.0,All,All,All,17.8,Crude Rate
California,2019-20,202003.0,All,All,All,8.6,Crude Rate
California,2019-20,202008.0,All,All,All,29.0,Crude Rate
